rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
182	PTPN2	protein tyrosine phosphatase, non-receptor type 2	1304	60	0	0	0	0	0	1	1	1	1	2.607931e-02	NaN	NaN	2.607931e-02	1
183	EDDM3B	epididymal protein 3B	448	37	0	0	1	0	0	0	1	1	1	2.620959e-02	NaN	NaN	2.620959e-02	1
184	MAG	myelin associated glycoprotein	1956	45	0	0	1	0	0	1	2	2	2	1.897938e-02	1	1.520000e-01	2.621624e-02	1
185	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	4302	12	0	1	1	0	1	1	3	3	3	1.574028e-01	1	1.560000e-02	2.624868e-02	1
186	FGF10	fibroblast growth factor 10	635	9	0	0	0	1	0	0	1	1	1	2.655819e-02	NaN	NaN	2.655819e-02	1
187	TMEM213	transmembrane protein 213	338	15	0	0	1	0	0	0	1	1	1	2.664615e-02	NaN	NaN	2.664615e-02	1
188	UHRF2	ubiquitin-like, containing PHD and RING finger domains, 2	2469	5	0	0	2	0	0	0	2	2	1	4.110594e-01	1.000000e-02	3.194000e-01	2.669497e-02	1
189	SSH3	slingshot homolog 3 (Drosophila)	2519	16	0	0	0	1	0	0	1	1	1	2.677251e-02	NaN	NaN	2.677251e-02	1
190	REST	RE1-silencing transcription factor	3308	7	0	0	3	0	0	1	4	4	4	1.389856e-02	1	2.560000e-01	2.709471e-02	1
191	AFTPH	aftiphilin	2850	50	0	0	2	1	0	0	3	3	3	2.747408e-02	1	1.480000e-01	2.720456e-02	1
192	CAPN10	calpain 10	2216	6	0	0	0	2	0	0	2	2	2	6.652158e-03	1	5.810000e-01	2.724440e-02	1
193	NKX2-2	NK2 homeobox 2	826	41	0	0	2	0	0	0	2	2	2	1.053042e-01	1	2.600000e-02	2.725178e-02	1
194	MGA	MAX gene associated	9290	6	0	0	4	0	0	4	8	7	8	7.355370e-03	1	4.630000e-01	2.770698e-02	1
195	ART3	ADP-ribosyltransferase 3	1783	51	0	0	1	0	0	0	1	1	1	2.782929e-02	NaN	NaN	2.782929e-02	1
196	MCM3AP	minichromosome maintenance complex component 3 associated protein	6160	4	0	0	0	1	0	0	1	1	1	2.800314e-02	NaN	NaN	2.800314e-02	1
197	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	1317	33	0	0	0	1	0	0	1	1	1	2.829577e-02	NaN	NaN	2.829577e-02	1
198	PDAP1	PDGFA associated protein 1	647	55	0	0	0	1	0	0	1	1	1	2.839420e-02	NaN	NaN	2.839420e-02	1
199	C20orf166	chromosome 20 open reading frame 166	364	22	0	0	1	0	0	0	1	1	1	2.843180e-02	NaN	NaN	2.843180e-02	1
200	SUB1	SUB1 homolog (S. cerevisiae)	399	9	0	0	1	0	0	0	1	1	1	2.843803e-02	NaN	NaN	2.843803e-02	1
201	MRPS25	mitochondrial ribosomal protein S25	534	15	0	0	1	0	0	0	1	1	1	2.860214e-02	NaN	NaN	2.860214e-02	1
202	TMEM218	transmembrane protein 218	360	16	0	0	0	1	0	0	1	1	1	2.896611e-02	NaN	NaN	2.896611e-02	1
203	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)	4017	7	0	0	1	2	0	0	3	3	3	1.408437e-02	1	2.190000e-01	2.900644e-02	1
204	CPT1B	carnitine palmitoyltransferase 1B (muscle)	3147	25	0	0	0	1	0	1	2	2	2	1.464556e-02	1	2.510000e-01	2.911217e-02	1
205	TRPS1	trichorhinophalangeal syndrome I	3905	0	0	0	0	0	0	1	1	1	1	2.935413e-02	NaN	NaN	2.935413e-02	1
206	PDCL	phosducin-like	918	76	0	0	3	0	0	0	3	3	3	1.158208e-02	1	3.380000e-01	2.940784e-02	1
207	CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	1568	7	0	0	0	0	0	1	1	1	1	2.952771e-02	NaN	NaN	2.952771e-02	1
208	DDN	dendrin	2142	13	0	0	2	0	0	1	3	3	3	3.720677e-02	1	1.000000e-01	2.962917e-02	1
209	KRTAP23-1	keratin associated protein 23-1	200	22	0	0	1	0	0	0	1	1	1	2.967094e-02	NaN	NaN	2.967094e-02	1
210	NPAT	nuclear protein, ataxia-telangiectasia locus	4354	15	0	0	0	1	0	0	1	1	1	2.971161e-02	NaN	NaN	2.971161e-02	1
211	SOCS6	suppressor of cytokine signaling 6	1608	31	0	0	1	0	0	0	1	1	1	2.971888e-02	NaN	NaN	2.971888e-02	1
212	C1orf150	chromosome 1 open reading frame 150	426	3	0	0	2	0	0	0	2	2	2	1.350084e-01	1	2.300000e-02	3.002843e-02	1
213	FAM83B	family with sequence similarity 83, member B	3054	3	0	0	0	1	0	1	2	2	2	1.003952e-02	1	4.700000e-01	3.004619e-02	1
214	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	983	32	0	0	1	1	0	0	2	1	2	3.039660e-02	NaN	NaN	3.039660e-02	1
215	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	461	13	0	0	1	0	0	0	1	1	1	3.053538e-02	NaN	NaN	3.053538e-02	1
216	RNASE12	ribonuclease, RNase A family, 12 (non-active)	448	55	0	0	1	0	0	0	1	1	1	3.067979e-02	NaN	NaN	3.067979e-02	1
217	SLC7A13	solute carrier family 7, (cationic amino acid transporter, y+ system) member 13	1427	0	0	0	0	0	0	1	1	1	1	3.071876e-02	NaN	NaN	3.071876e-02	1
218	C19orf6	chromosome 19 open reading frame 6	1903	55	0	0	0	0	1	0	1	1	1	3.071911e-02	NaN	NaN	3.071911e-02	1
219	SLURP1	secreted LY6/PLAUR domain containing 1	322	8	0	0	1	0	0	0	1	1	1	3.073773e-02	NaN	NaN	3.073773e-02	1
220	MAP2K7	mitogen-activated protein kinase kinase 7	1303	95	0	0	2	0	0	1	3	3	3	1.099876e-02	1	3.910000e-01	3.081416e-02	1
221	EMCN	endomucin	830	3	0	0	0	0	0	1	1	1	1	3.101610e-02	NaN	NaN	3.101610e-02	1
222	RNF216	ring finger protein 216	2836	13	0	0	0	1	0	0	1	1	1	3.114948e-02	NaN	NaN	3.114948e-02	1
223	OSTalpha	solute carrier family 51, alpha subunit	1055	18	0	0	1	0	0	0	1	1	1	3.125447e-02	NaN	NaN	3.125447e-02	1
224	CTAGE1	cutaneous T-cell lymphoma-associated antigen 1	2238	15	0	0	0	1	0	0	1	1	1	3.132840e-02	NaN	NaN	3.132840e-02	1
225	ZSCAN4	zinc finger and SCAN domain containing 4	1310	74	0	0	1	0	0	1	2	2	2	5.781417e-02	1	7.700000e-02	3.134325e-02	1
226	ZFHX4	zinc finger homeobox 4	10891	11	0	0	5	1	0	0	6	6	6	4.995448e-03	1	4.920000e-01	3.146747e-02	1
227	PURB	purine-rich element binding protein B	941	1	0	0	0	0	0	1	1	1	1	3.147721e-02	NaN	NaN	3.147721e-02	1
228	UGT1A5	UDP glucuronosyltransferase 1 family, polypeptide A5	4660	23	0	0	3	0	0	0	3	3	2	6.358568e-01	9.500000e-03	1.148000e-01	3.161482e-02	1
229	ZYX	zyxin	1758	99	0	0	3	0	0	0	3	3	3	1.139272e-02	1	4.180000e-01	3.180050e-02	1
230	SYNRG	synergin, gamma	4104	27	0	0	0	1	0	1	2	2	2	5.091898e-03	1	5.150000e-01	3.197765e-02	1
231	C12orf35	chromosome 12 open reading frame 35	5256	1	0	0	2	0	0	2	4	4	4	5.099196e-03	1	9.790000e-01	3.201618e-02	1
232	PROK2	prokineticin 2	402	24	0	0	1	0	0	0	1	1	1	3.202679e-02	NaN	NaN	3.202679e-02	1
233	MAPRE1	microtubule-associated protein, RP/EB family, member 1	831	83	0	0	0	1	0	0	1	1	1	3.222315e-02	NaN	NaN	3.222315e-02	1
234	SLC35E3	solute carrier family 35, member E3	958	40	0	0	0	0	1	0	1	1	1	3.222733e-02	NaN	NaN	3.222733e-02	1
235	PGM5	phosphoglucomutase 5	1744	19	0	0	1	1	0	0	2	2	2	5.152966e-03	1	4.210000e-01	3.229973e-02	1
236	ONECUT3	one cut homeobox 3	1488	1	0	0	0	1	0	0	1	1	1	3.240672e-02	NaN	NaN	3.240672e-02	1
237	BAZ1B	bromodomain adjacent to zinc finger domain, 1B	4528	3	0	0	0	0	1	0	1	1	1	3.273943e-02	NaN	NaN	3.273943e-02	1
238	KRTAP27-1	keratin associated protein 27-1	628	22	0	0	1	0	0	0	1	1	1	3.278571e-02	NaN	NaN	3.278571e-02	1
239	HBB	hemoglobin, beta	454	35	0	0	1	0	0	0	1	1	1	3.322172e-02	NaN	NaN	3.322172e-02	1
240	TMEM99	transmembrane protein 99	2307	201	0	0	2	0	0	0	2	2	2	1.675996e-01	1	2.600000e-02	3.340298e-02	1
241	LIME1	Lck interacting transmembrane adaptor 1	1212	51	0	0	0	1	0	1	2	2	2	5.369270e-03	1	9.550000e-01	3.343478e-02	1
242	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12	1413	23	0	0	0	0	0	1	1	1	1	3.344643e-02	NaN	NaN	3.344643e-02	1
243	EN1	engrailed homeobox 1	1183	0	0	0	0	1	0	0	1	1	1	3.347081e-02	NaN	NaN	3.347081e-02	1
244	SPESP1	sperm equatorial segment protein 1	1057	2	0	0	0	0	0	1	1	1	1	3.357532e-02	NaN	NaN	3.357532e-02	1
245	HIST1H3B	histone cluster 1, H3b	804	69	0	0	2	0	0	0	2	2	2	5.415209e-03	1	4.460000e-01	3.367471e-02	1
246	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	1841	21	0	0	3	1	0	0	4	3	4	9.366137e-03	1	4.650000e-01	3.386185e-02	1
247	MBD5	methyl-CpG binding domain protein 5	4521	3	0	0	3	0	0	1	4	3	4	3.053781e-01	1	1.500000e-02	3.409992e-02	1
248	CRYBA4	crystallin, beta A4	611	10	0	0	1	0	0	0	1	1	1	3.429920e-02	NaN	NaN	3.429920e-02	1
249	RABGAP1	RAB GTPase activating protein 1	4290	5	0	0	0	0	1	1	2	2	2	5.550571e-03	1	9.970000e-01	3.437943e-02	1
250	AQP7	aquaporin 7	1059	6	0	0	0	0	0	1	1	1	1	3.440162e-02	NaN	NaN	3.440162e-02	1
251	NPY5R	neuropeptide Y receptor Y5	1342	2	0	0	0	1	0	0	1	1	1	3.447388e-02	NaN	NaN	3.447388e-02	1
252	CUBN	cubilin (intrinsic factor-cobalamin receptor)	11138	26	0	2	4	0	1	0	5	5	5	9.805117e-03	1	5.710000e-01	3.462931e-02	1
253	RCC1	regulator of chromosome condensation 1	1399	53	0	0	1	0	0	0	1	1	1	3.465876e-02	NaN	NaN	3.465876e-02	1
254	ARID4A	AT rich interactive domain 4A (RBP1-like)	3866	3	0	0	0	0	1	0	1	1	1	3.488268e-02	NaN	NaN	3.488268e-02	1
255	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	829	1	0	1	0	1	0	0	1	1	1	3.497224e-02	NaN	NaN	3.497224e-02	1
256	TTC21A	tetratricopeptide repeat domain 21A	4078	4	0	0	0	0	1	0	1	1	1	3.522816e-02	NaN	NaN	3.522816e-02	1
257	SLC38A7	solute carrier family 38, member 7	1425	69	0	0	1	0	1	0	2	2	2	5.752748e-03	1	2.690000e-01	3.542587e-02	1
258	EID1	EP300 interacting inhibitor of differentiation 1	566	182	0	0	0	1	0	0	1	1	1	3.544685e-02	NaN	NaN	3.544685e-02	1
259	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1	1277	8	0	0	0	1	0	0	1	1	1	3.545485e-02	NaN	NaN	3.545485e-02	1
260	KLRF1	killer cell lectin-like receptor subfamily F, member 1	721	25	0	0	0	0	1	0	1	1	1	3.552559e-02	NaN	NaN	3.552559e-02	1
261	PAX5	paired box 5	1212	35	0	0	3	0	0	0	3	3	3	5.780656e-03	1	6.860000e-01	3.556975e-02	1
262	LY75	lymphocyte antigen 75	5307	33	0	1	4	0	0	1	5	4	5	2.205414e-01	1	2.290000e-02	3.567063e-02	1
263	B9D2	B9 protein domain 2	540	21	0	0	1	0	0	0	1	1	1	3.575978e-02	NaN	NaN	3.575978e-02	1
264	SRL	sarcalumenin	1444	1	0	0	0	0	0	1	1	1	1	3.585621e-02	NaN	NaN	3.585621e-02	1
265	HIST1H2AB	histone cluster 1, H2ab	395	69	0	0	1	0	0	0	1	1	1	3.611301e-02	NaN	NaN	3.611301e-02	1
266	CHD8	chromodomain helicase DNA binding protein 8	7904	99	0	1	3	2	0	0	5	5	5	1.410323e-02	1	4.050000e-01	3.623103e-02	1
267	RPL21	ribosomal protein L21	505	41	0	0	1	1	0	0	2	2	2	5.942966e-03	1	7.130000e-01	3.640392e-02	1
268	NCBP2	nuclear cap binding protein subunit 2, 20kDa	485	5	0	0	0	0	0	1	1	1	1	3.642964e-02	NaN	NaN	3.642964e-02	1
269	ELP2	elongation protein 2 homolog (S. cerevisiae)	2657	45	0	0	0	0	0	1	1	1	1	3.649074e-02	NaN	NaN	3.649074e-02	1
270	CACNG7	calcium channel, voltage-dependent, gamma subunit 7	846	37	0	0	2	0	0	0	2	2	2	3.961047e-02	1	1.230000e-01	3.659967e-02	1
271	POU4F1	POU class 4 homeobox 1	1264	35	0	0	0	1	0	0	1	1	1	3.668712e-02	NaN	NaN	3.668712e-02	1
272	BIK	BCL2-interacting killer (apoptosis-inducing)	499	30	0	0	1	0	0	0	1	1	1	3.676563e-02	NaN	NaN	3.676563e-02	1
273	FAM125B	family with sequence similarity 125, member B	1000	43	0	0	1	1	0	0	2	2	2	6.050620e-03	1	4.700000e-01	3.695473e-02	1
274	RPS27A	ribosomal protein S27a	491	52	0	0	0	0	1	0	1	1	1	3.698133e-02	NaN	NaN	3.698133e-02	1
275	OCM2	oncomodulin 2	342	26	0	0	0	0	0	1	1	1	1	3.710042e-02	NaN	NaN	3.710042e-02	1
276	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)	301	9	0	0	0	0	1	0	1	1	1	3.722795e-02	NaN	NaN	3.722795e-02	1
277	TSC1	tuberous sclerosis 1	3579	55	0	1	2	0	0	1	3	3	3	1.453820e-01	1	2.800000e-02	3.723757e-02	1
278	CHGB	chromogranin B (secretogranin 1)	2050	10	0	1	3	0	0	0	3	3	3	1.001624e-01	1	5.400000e-02	3.725724e-02	1
279	TOP3B	topoisomerase (DNA) III beta	2659	28	0	0	1	0	1	0	2	2	2	6.168391e-03	1	1.320000e-01	3.755512e-02	1
280	DNAH7	dynein, axonemal, heavy chain 7	12333	21	0	2	7	0	0	1	8	8	8	6.563284e-02	1	8.300000e-02	3.789430e-02	1
281	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G	3000	32	0	0	2	1	0	0	3	3	3	6.245760e-03	1	9.020000e-01	3.794832e-02	1
282	S100A8	S100 calcium binding protein A8	292	10	0	0	0	1	0	0	1	1	1	3.803134e-02	NaN	NaN	3.803134e-02	1
283	TSPAN4	tetraspanin 4	901	33	0	0	0	1	0	0	1	1	1	3.808634e-02	NaN	NaN	3.808634e-02	1
284	ART1	ADP-ribosyltransferase 1	1000	15	0	0	1	0	0	1	2	2	2	6.307025e-03	1	8.370000e-01	3.825899e-02	1
285	WDR8	WD repeat domain 8	1427	31	0	1	1	0	0	0	1	1	1	3.880693e-02	NaN	NaN	3.880693e-02	1
286	MED8	mediator complex subunit 8	938	3	0	0	0	1	0	0	1	1	1	3.889686e-02	NaN	NaN	3.889686e-02	1
287	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	468	6	0	0	0	0	1	0	1	1	1	3.890301e-02	NaN	NaN	3.890301e-02	1
288	RNF183	ring finger protein 183	583	59	0	0	0	1	0	0	1	1	1	3.913892e-02	NaN	NaN	3.913892e-02	1
289	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	1273	31	0	0	2	0	0	1	3	3	3	1.065491e-02	1	5.680000e-01	3.917747e-02	1
290	BTBD16	BTB (POZ) domain containing 16	1583	22	0	0	0	1	0	0	1	1	1	3.918390e-02	NaN	NaN	3.918390e-02	1
291	TSPAN13	tetraspanin 13	635	58	0	0	0	0	0	1	1	1	1	3.919765e-02	NaN	NaN	3.919765e-02	1
292	FNTA	farnesyltransferase, CAAX box, alpha	1174	49	0	0	0	0	1	0	1	1	1	3.931802e-02	NaN	NaN	3.931802e-02	1
293	LGI4	leucine-rich repeat LGI family, member 4	1646	25	0	0	0	1	0	0	1	1	1	3.973251e-02	NaN	NaN	3.973251e-02	1
294	SIGLEC8	sialic acid binding Ig-like lectin 8	1526	4	0	0	0	0	0	1	1	1	1	3.992082e-02	NaN	NaN	3.992082e-02	1
295	CIZ1	CDKN1A interacting zinc finger protein 1	2761	0	0	0	0	0	1	0	1	1	1	4.002255e-02	NaN	NaN	4.002255e-02	1
296	CXCL17	chemokine (C-X-C motif) ligand 17	372	36	0	0	1	0	0	0	1	1	1	4.028227e-02	NaN	NaN	4.028227e-02	1
297	KIF25	kinesin family member 25	1189	3	0	0	0	0	0	1	1	1	1	4.029846e-02	NaN	NaN	4.029846e-02	1
298	TAOK3	TAO kinase 3	2773	28	0	1	0	1	0	0	1	1	1	4.037795e-02	NaN	NaN	4.037795e-02	1
299	NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	674	0	0	2	2	0	0	0	2	2	1	3.554669e-01	1.600000e-02	9.570000e-01	4.050728e-02	1
300	HIST1H3A	histone cluster 1, H3a	656	68	0	0	0	0	0	1	1	1	1	4.058408e-02	NaN	NaN	4.058408e-02	1
301	PRLH	prolactin releasing hormone	267	4	0	0	1	0	0	0	1	1	1	4.095659e-02	NaN	NaN	4.095659e-02	1
302	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	688	70	0	0	1	0	0	0	1	1	1	4.151774e-02	NaN	NaN	4.151774e-02	1
303	AMPD1	adenosine monophosphate deaminase 1 (isoform M)	2407	33	0	0	0	1	0	0	1	1	1	4.152449e-02	NaN	NaN	4.152449e-02	1
304	RFWD3	ring finger and WD repeat domain 3	2373	60	0	0	2	0	0	0	2	2	2	3.637125e-02	1	1.590000e-01	4.164993e-02	1
305	LAD1	ladinin 1	1590	23	0	0	2	0	0	0	2	2	2	7.000677e-03	1	5.570000e-01	4.173628e-02	1
306	ZNF107	zinc finger protein 107	2360	14	0	1	1	0	0	0	1	1	1	4.180578e-02	NaN	NaN	4.180578e-02	1
307	GAS2	growth arrest-specific 2	972	21	0	1	2	0	0	1	3	3	3	1.172618e-02	1	5.260000e-01	4.190999e-02	1
308	C17orf57	chromosome 17 open reading frame 57	3010	7	0	0	0	1	0	0	1	1	1	4.192516e-02	NaN	NaN	4.192516e-02	1
309	GP2	glycoprotein 2 (zymogen granule membrane)	1658	43	0	0	3	0	0	0	3	3	3	4.025114e-02	1	1.490000e-01	4.195085e-02	1
310	GBX1	gastrulation brain homeobox 1	1095	11	0	1	1	0	1	0	2	2	2	7.096247e-03	1	8.780000e-01	4.220982e-02	1
311	MFSD10	major facilitator superfamily domain containing 10	1416	3	0	0	0	1	0	0	1	1	1	4.225420e-02	NaN	NaN	4.225420e-02	1
312	IKZF4	IKAROS family zinc finger 4 (Eos)	1786	63	0	0	1	1	0	0	2	2	2	7.121520e-03	1	5.940000e-01	4.233483e-02	1
313	UGT2A1	UDP glucuronosyltransferase 2 family, polypeptide A1	2307	31	0	0	5	0	0	0	5	5	5	7.203322e-03	1	4.930000e-01	4.273884e-02	1
314	ING5	inhibitor of growth family, member 5	753	11	0	0	1	0	0	0	1	1	1	4.291667e-02	NaN	NaN	4.291667e-02	1
315	RANBP10	RAN binding protein 10	1915	19	0	0	0	1	0	0	1	1	1	4.298099e-02	NaN	NaN	4.298099e-02	1
316	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	2231	14	0	0	1	0	0	1	2	2	2	4.301844e-02	NaN	NaN	4.301844e-02	1
317	PRR21	proline rich 21	1520	0	0	5	7	0	0	0	7	6	4	9.974714e-01	3.500000e-03	1	4.312429e-02	1
318	CPLX2	complexin 2	417	64	0	0	1	0	0	0	1	1	1	4.315819e-02	NaN	NaN	4.315819e-02	1
319	C7orf45	chromosome 7 open reading frame 45	748	23	0	0	1	0	0	3	4	2	4	7.296948e-03	1	7.110000e-01	4.320012e-02	1
320	TSGA13	testis specific, 13	852	7	0	1	0	0	1	1	2	2	2	7.322887e-03	1	4.040000e-01	4.332770e-02	1
321	GIP	gastric inhibitory polypeptide	482	14	0	0	1	0	0	0	1	1	1	4.364643e-02	NaN	NaN	4.364643e-02	1
322	ZFP57	zinc finger protein 57 homolog (mouse)	1623	27	0	0	2	0	0	1	3	3	3	7.412926e-03	1	8.700000e-01	4.376985e-02	1
323	C11orf70	chromosome 11 open reading frame 70	710	12	0	0	1	0	0	0	1	1	1	4.423201e-02	NaN	NaN	4.423201e-02	1
324	KPTN	kaptin (actin binding protein)	1355	2	0	1	0	0	1	0	1	1	1	4.447103e-02	NaN	NaN	4.447103e-02	1
325	HOXA7	homeobox A7	697	49	0	0	2	0	0	0	2	2	2	1.376295e-02	1	5.180000e-01	4.480538e-02	1
326	MSH5	mutS homolog 5 (E. coli)	2655	3	0	0	0	1	0	0	1	1	1	4.485978e-02	NaN	NaN	4.485978e-02	1
327	SULF1	sulfatase 1	2692	47	0	0	1	0	1	0	2	2	2	7.882636e-02	1	4.200000e-02	4.491010e-02	1
328	RGS16	regulator of G-protein signaling 16	625	52	0	0	2	0	0	0	2	2	2	1.592417e-02	1	4.700000e-01	4.505281e-02	1
329	MYO9B	myosin IXB	6642	8	0	0	3	0	0	0	3	3	3	2.485190e-01	1	1.900000e-02	4.519222e-02	1
330	CLEC4C	C-type lectin domain family 4, member C	662	4	0	0	0	1	0	0	1	1	1	4.536655e-02	NaN	NaN	4.536655e-02	1
331	ZNF77	zinc finger protein 77	1650	16	0	0	2	0	0	0	2	2	2	3.754327e-02	1	1.810000e-01	4.551974e-02	1
332	MTO1	mitochondrial translation optimization 1 homolog (S. cerevisiae)	2326	42	0	0	1	0	0	1	2	2	2	1.160401e-01	1	4.400000e-02	4.553542e-02	1
333	SLC22A11	solute carrier family 22 (organic anion/urate transporter), member 11	1689	117	0	0	2	0	0	0	2	2	2	1.128466e-01	1	4.800000e-02	4.559237e-02	1
334	LDLR	low density lipoprotein receptor (familial hypercholesterolemia)	2651	24	0	0	2	0	0	0	2	2	2	7.219641e-02	1	6.700000e-02	4.564479e-02	1
335	DUSP28	dual specificity phosphatase 28	541	10	0	0	0	0	0	1	1	1	1	4.566942e-02	NaN	NaN	4.566942e-02	1
336	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	1183	54	0	0	0	1	0	0	1	1	1	4.575917e-02	NaN	NaN	4.575917e-02	1
337	CHRNA6	cholinergic receptor, nicotinic, alpha 6	1507	39	0	0	1	1	0	0	2	2	2	7.858477e-03	1	4.760000e-01	4.594193e-02	1
338	NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1	1008	3	0	0	0	1	0	0	1	1	1	4.643872e-02	NaN	NaN	4.643872e-02	1
339	CXCR5	chemokine (C-X-C motif) receptor 5	1123	8	0	0	1	0	0	0	1	1	1	4.645262e-02	NaN	NaN	4.645262e-02	1
340	AICDA	activation-induced cytidine deaminase	615	111	0	0	0	0	1	0	1	1	1	4.645591e-02	NaN	NaN	4.645591e-02	1
341	GML	glycosylphosphatidylinositol anchored molecule like protein	489	33	0	0	1	0	0	0	1	1	1	4.654928e-02	NaN	NaN	4.654928e-02	1
342	FMO2	flavin containing monooxygenase 2 (non-functional)	1448	9	0	0	2	0	0	1	3	3	3	9.408625e-02	1	5.100000e-02	4.661362e-02	1
343	COL8A2	collagen, type VIII, alpha 2	2118	12	0	1	1	1	0	0	2	2	2	1.518595e-02	1	5.020000e-01	4.671427e-02	1
344	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	1363	89	0	0	1	0	0	0	1	1	1	4.675490e-02	NaN	NaN	4.675490e-02	1
345	HAPLN4	hyaluronan and proteoglycan link protein 4	1228	3	0	0	3	0	0	0	3	3	2	1.749342e-01	4.500000e-02	8.620000e-01	4.685317e-02	1
346	HIPK3	homeodomain interacting protein kinase 3	3712	28	0	0	2	0	1	0	3	3	3	1.927146e-02	1	1.570000e-01	4.689415e-02	1
347	C15orf44	chromosome 15 open reading frame 44	1601	63	0	0	1	0	0	0	1	1	1	4.717894e-02	NaN	NaN	4.717894e-02	1
348	DTNBP1	dystrobrevin binding protein 1	1195	150	0	0	2	0	0	0	2	2	2	4.785193e-02	1	9.800000e-02	4.727637e-02	1
349	C4BPB	complement component 4 binding protein, beta	785	38	0	0	1	0	0	0	1	1	1	4.728950e-02	NaN	NaN	4.728950e-02	1
350	GPR157	G protein-coupled receptor 157	1022	61	0	0	2	0	0	0	2	2	2	2.772221e-02	1	1.010000e-01	4.735095e-02	1
351	TMCO3	transmembrane and coiled-coil domains 3	2082	7	0	0	3	0	0	0	3	3	3	6.037935e-02	1	8.500000e-02	4.735519e-02	1
352	TRIM27	tripartite motif-containing 27	1570	9	0	0	2	0	0	0	2	2	2	8.502006e-02	1	7.400000e-02	4.740671e-02	1
353	TMED3	transmembrane emp24 protein transport domain containing 3	664	34	0	0	0	0	0	1	1	1	1	4.768352e-02	NaN	NaN	4.768352e-02	1
354	ZCWPW2	zinc finger, CW type with PWWP domain 2	1103	41	0	0	1	0	0	0	1	1	1	4.772052e-02	NaN	NaN	4.772052e-02	1
355	TRPV3	transient receptor potential cation channel, subfamily V, member 3	2441	18	0	0	1	0	1	0	2	2	2	8.237876e-03	1	6.710000e-01	4.777155e-02	1
356	KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	1375	27	0	0	1	0	0	0	1	1	1	4.779062e-02	NaN	NaN	4.779062e-02	1
357	GPR109A	G protein-coupled receptor 109A	1094	71	0	0	1	0	0	0	1	1	1	4.814382e-02	NaN	NaN	4.814382e-02	1
358	PRDM9	PR domain containing 9	2725	0	0	0	4	0	0	0	4	4	3	9.239409e-01	7.800000e-03	9.857000e-01	4.858557e-02	1
359	LHFPL5	lipoma HMGIC fusion partner-like 5	672	18	0	0	1	0	0	0	1	1	1	4.886831e-02	NaN	NaN	4.886831e-02	1
360	RND1	Rho family GTPase 1	716	55	0	0	0	1	0	0	1	1	1	4.894897e-02	NaN	NaN	4.894897e-02	1
361	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	5677	4	0	0	4	0	0	2	6	5	6	8.537813e-03	1	4.840000e-01	4.920555e-02	1
362	POU2F2	POU class 2 homeobox 2	1446	2	0	0	0	0	1	0	1	1	1	4.926984e-02	NaN	NaN	4.926984e-02	1
363	MYL5	myosin, light chain 5, regulatory	650	22	0	0	1	0	0	0	1	1	1	4.939945e-02	NaN	NaN	4.939945e-02	1
364	NUBPL	nucleotide binding protein-like	1002	3	0	0	0	1	0	0	1	1	1	4.949551e-02	NaN	NaN	4.949551e-02	1
365	CRYAB	crystallin, alpha B	1017	43	0	0	0	0	0	1	1	1	1	4.970994e-02	NaN	NaN	4.970994e-02	1
366	HIST1H1C	histone cluster 1, H1c	646	69	0	0	1	0	0	0	1	1	1	4.976386e-02	NaN	NaN	4.976386e-02	1
367	SIGLEC11	sialic acid binding Ig-like lectin 11	2139	27	0	0	2	0	0	1	3	3	3	5.323837e-02	1	1.100000e-01	4.987146e-02	1
368	HMGCS2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)	1565	38	0	1	4	0	0	0	4	3	4	2.533948e-02	1	1.390000e-01	5.017630e-02	1
369	CPNE9	copine family member IX	1857	56	0	1	3	0	0	0	3	3	3	2.459981e-02	1	3.100000e-01	5.024933e-02	1
